id;MEGNEVEZES;MERTEKEGYSEG;sorszam;MEGNEVEZES2;TARTOMANYLEIRAS;kapcsolat
1144;Kardiológiai diagnózis (SCI-Net szívhang);NULL;7;AI;NULL;
1144;Kardiológiai diagnózis (SCI-Net szívhang);NULL;8;AS;NULL;
1144;Kardiológiai diagnózis (SCI-Net szívhang);NULL;9;Mitralis prolapsus;NULL;
1144;Kardiológiai diagnózis (SCI-Net szívhang);NULL;10;TI;NULL;
1144;Kardiológiai diagnózis (SCI-Net szívhang);NULL;11;TS;NULL;
1144;Kardiológiai diagnózis (SCI-Net szívhang);NULL;12;MI;NULL;
1144;Kardiológiai diagnózis (SCI-Net szívhang);NULL;13;MS;NULL;
1144;Kardiológiai diagnózis (SCI-Net szívhang);NULL;14;PI;NULL;
1144;Kardiológiai diagnózis (SCI-Net szívhang);NULL;15;PS;NULL;
1144;Kardiológiai diagnózis (SCI-Net szívhang);NULL;16;Egyéb;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;0;Nem ismert;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;1;Egészséges;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;2;Funkcionális zörej;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;3;ASD;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;4;VSD;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;5;FOA;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;6;Nyitott ductus Botalli;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;7;AI;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;8;AS;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;9;Mitralis prolapsus;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;10;TI;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;11;TS;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;12;MI;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;13;MS;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;14;PI;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;15;PS;NULL;
1145;Ultrahang diagnózis (SCI-Net szívhang);NULL;16;Egyéb;NULL;
1146;Szívhangot rögzítő hangfelvétel a negyedik hallgatózási helyen;NULL;NULL;NULL;NULL;
1147;Szívhangot rögzítő hangfelvétel az ötödik hallgatózási helyen;NULL;NULL;NULL;NULL;
1148;Páratartalom;NULL;NULL;NULL;NULL;
1149;Légnyomás;mbar;NULL;NULL;NULL;
1150;Rendelő hőmérséklete;Cels. fok;NULL;NULL;NULL;
1151;Orrlégzés minősítés;NULL;0;Nem ismert;NULL;
1151;Orrlégzés minősítés;NULL;1;Szabad;NULL;
1151;Orrlégzés minősítés;NULL;2;Részben gátolt;NULL;
1151;Orrlégzés minősítés;NULL;3;Teljesen gátolt;NULL;
1152;Stridor (belégzési);NULL;0;Nem;NULL;
1152;Stridor (belégzési);NULL;1;Igen;NULL;
1152;Stridor (belégzési);NULL;2;Nem ismert;NULL;
1153;Stridor (kilégzési);NULL;0;Nem;NULL;
1153;Stridor (kilégzési);NULL;1;Igen;NULL;
1153;Stridor (kilégzési);NULL;2;Nem ismert;NULL;
1154;Köpet;NULL;0;Nincs;NULL;
1154;Köpet;NULL;1;Van;NULL;
1154;Köpet;NULL;2;Nem ismert;NULL;
1155;Dispnoe;NULL;0;Nem;NULL;
1155;Dispnoe;NULL;1;Igen;NULL;
1155;Dispnoe;NULL;2;Nem ismert;NULL;
1156;Köhögés jellege a vizsgáló szerint;NULL;0;nincs válasz;NULL;
1156;Köhögés jellege a vizsgáló szerint;NULL;1;Kruppos;NULL;
1156;Köhögés jellege a vizsgáló szerint;NULL;2;Száraz;NULL;
1156;Köhögés jellege a vizsgáló szerint;NULL;3;Hurutos;NULL;
1156;Köhögés jellege a vizsgáló szerint;NULL;4;Kéttónusú;NULL;
1157;Hallgatózás során megállapítható egyéb zajok a tüdőben;NULL;NULL;NULL;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;0;Nem ismert;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;1;Rhinitis;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;2;Sinusitis;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;3;Pharyngitis;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;4;Laryngitis;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;5;Tracheitis;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;6;Bronhitis;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;7;Pneumonia;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;8;Obstruktív bronhotis;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;9;Asthma bronhiale;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;10;Idegen test;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;11;Trachea stenosis;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;12;Gyógyult;NULL;
1158;Diagnózis (SCI-NET köhögés);NULL;13;Egyéb;NULL;
1159;Egyéb diagnózis (SCI-Net köhögés);NULL;NULL;NULL;NULL;
1160;Egyéb kardiológiaidiagnózis (SCI-Net szívhang);NULL;NULL;NULL;NULL;
1161;Egyéb UH diagnózis (SCI-Net szívhang);NULL;NULL;NULL;NULL;
1162;Felvétel típusa;NULL;0;Nem ismert;NULL;
1162;Felvétel típusa;NULL;1;Köhögés;NULL;
1162;Felvétel típusa;NULL;2;Szívhang;NULL;
1162;Felvétel típusa;NULL;3;Sírás;NULL;
1163;Mint vizsgálatvezető, a felvitt adatokkal egyetértek;NULL;0;nem;NULL;
1163;Mint vizsgálatvezető, a felvitt adatokkal egyetértek;NULL;1;Igen;NULL;
1163;Mint vizsgálatvezető, a felvitt adatokkal egyetértek;NULL;2;Nem ismert;NULL;
1164;Adatok megfelelően kitöltve (SCI-Net Hanganalízis);NULL;0;helytelen kitöltés;NULL;
1164;Adatok megfelelően kitöltve (SCI-Net Hanganalízis);NULL;1;teljes kitöltés;NULL;
2000;mindenkire 1;NULL;1;résztvevők;;
2001;Pfizer Caduet kockázati tényezok száma;NULL;1;nem kiértékelhető;;
2001;Pfizer Caduet kockázati tényezok száma;NULL;2;kockázati tényezők száma (Caduet);;
2002;Pfizer Caduet terápia besorolás;NULL;1;nem kiértékelhető;;
2002;Pfizer Caduet terápia besorolás;NULL;2;multirizikós hipertóniás beteg;;
2002;Pfizer Caduet terápia besorolás;NULL;3;terápiára nem alkalmas;;
2101;Kezelik-e irritábilis bél szindróma (IBS) miatt?;NULL;-1;Nincs válasz;NULL;
2101;Kezelik-e irritábilis bél szindróma (IBS) miatt?;NULL;0;Nem;NULL;
2101;Kezelik-e irritábilis bél szindróma (IBS) miatt?;NULL;2;Néha, enyhe problémákkal;NULL;
2101;Kezelik-e irritábilis bél szindróma (IBS) miatt?;NULL;4;Gyakran súlyos problémákkal;NULL;
2102;Kapott egy hónapon belül antibiotikuskezelést?;NULL;-1;Nincs válasz;NULL;
2102;Kapott egy hónapon belül antibiotikuskezelést?;NULL;0;Nem;NULL;
2102;Kapott egy hónapon belül antibiotikuskezelést?;NULL;4;Igen;NULL;
2103;Van-e emésztési zavara (székrekedés, hasmenés, puffadás)?;NULL;-1;Nincs válasz;NULL;
2103;Van-e emésztési zavara (székrekedés, hasmenés, puffadás)?;NULL;0;Nem;NULL;
2103;Van-e emésztési zavara (székrekedés, hasmenés, puffadás)?;NULL;2;Igen, ritkábban;NULL;
2103;Van-e emésztési zavara (székrekedés, hasmenés, puffadás)?;NULL;4;Igen, gyakran;NULL;
2104;Milyen gyakran betegszik le, fázik meg, vagy panaszkodik fáradékonyságra?;NULL;-1;Nincs válasz;NULL;
2104;Milyen gyakran betegszik le, fázik meg, vagy panaszkodik fáradékonyságra?;NULL;0;Soha;NULL;
2104;Milyen gyakran betegszik le, fázik meg, vagy panaszkodik fáradékonyságra?;NULL;2;Ritkán;NULL;
2104;Milyen gyakran betegszik le, fázik meg, vagy panaszkodik fáradékonyságra?;NULL;4;Gyakran;NULL;
2105;Kezelik-e gyulladásos bélbetegség (Crohn-colitis ulcerosa) miatt?;NULL;-1;Nincs válasz;NULL;
2105;Kezelik-e gyulladásos bélbetegség (Crohn-colitis ulcerosa) miatt?;NULL;0;Nem;NULL;
2105;Kezelik-e gyulladásos bélbetegség (Crohn-colitis ulcerosa) miatt?;NULL;4;Igen;NULL;
2106;Krónikus betegsége miatt szedett gyógyszerektől vannak-e hasi panaszai, hasmenése, székrekedése?;NULL;-1;Nincs válasz;NULL;
2106;Krónikus betegsége miatt szedett gyógyszerektől vannak-e hasi panaszai, hasmenése, székrekedése?;NULL;0;Nem;NULL;
2106;Krónikus betegsége miatt szedett gyógyszerektől vannak-e hasi panaszai, hasmenése, székrekedése?;NULL;2;Igen;NULL;
2106;Krónikus betegsége miatt szedett gyógyszerektől vannak-e hasi panaszai, hasmenése, székrekedése?;NULL;4;Gyakran, súlyos problémákkal;NULL;
2107;Végez-e diétát, egyoldalú táplálkozási formát (vegetáriánus, szénhidrátmentes, stb.)?;NULL;-1;Nincs válasz;NULL;
2107;Végez-e diétát, egyoldalú táplálkozási formát (vegetáriánus, szénhidrátmentes, stb.)?;NULL;0;Nem;NULL;
2107;Végez-e diétát, egyoldalú táplálkozási formát (vegetáriánus, szénhidrátmentes, stb.)?;NULL;2;Igen;NULL;
2107;Végez-e diétát, egyoldalú táplálkozási formát (vegetáriánus, szénhidrátmentes, stb.)?;NULL;4;Igen, rendszeresen;NULL;
2108;Probiotikum kérdőív összpontszám;NULL;-1;Nem kiértékelhető;NULL;
2108;Probiotikum kérdőív összpontszám;NULL;0;Pontszám;NULL;
2109;Probiotikum kúra besorolása;NULL;0;Nem kiértékelhető;NULL;
2109;Probiotikum kúra besorolása;NULL;1;0-6 pont nincs szüksége probiotikumra;0-6 pont;
2109;Probiotikum kúra besorolása;NULL;2;7-13 pont probiotikum adása mérlegelendő;7-13 pont;
2109;Probiotikum kúra besorolása;NULL;3;14-28 pont probiotikum adása javasolt;14-28 pont;
2111;Van-e valamilyen panasza az alábbiak közül : - étvágytalanság - gyengeség, fogyás (fogyókúra nélkül);NULL;0;Nincs válasz;NULL;
2111;Van-e valamilyen panasza az alábbiak közül : - étvágytalanság - gyengeség, fogyás (fogyókúra nélkül);NULL;1;Igen, egy panasz a fentiek közül;NULL;
2111;Van-e valamilyen panasza az alábbiak közül : - étvágytalanság - gyengeség, fogyás (fogyókúra nélkül);NULL;2;Igen, egyszerre több panasz is;NULL;
2111;Van-e valamilyen panasza az alábbiak közül : - étvágytalanság - gyengeség, fogyás (fogyókúra nélkül);NULL;3;Nem, egyik sem;NULL;
2112;Észrevette Ön az alábbi tüneteket az utóbbi időben? - véres széklet -nyákos széklet - székeléstől fü;NULL;0;Nincs válasz;NULL;
2112;Észrevette Ön az alábbi tüneteket az utóbbi időben? - véres széklet -nyákos széklet - székeléstől fü;NULL;1;Észrevettem egy tünetet ezek közül;NULL;
2112;Észrevette Ön az alábbi tüneteket az utóbbi időben? - véres széklet -nyákos széklet - székeléstől fü;NULL;2;Egyszerre több tünetet ezek közül;NULL;
2112;Észrevette Ön az alábbi tüneteket az utóbbi időben? - véres széklet -nyákos széklet - székeléstől fü;NULL;3;Egyiket sem vettem észre;NULL;
2113;Szerepelt-e a kórtörténetében? - vastagbélpolip - gyulladásos bélbetegség (Crohn vagy Colitis Ulcero;NULL;0;Nincs válasz;NULL;
2113;Szerepelt-e a kórtörténetében? - vastagbélpolip - gyulladásos bélbetegség (Crohn vagy Colitis Ulcero;NULL;1;Egy ezek közül;NULL;
2113;Szerepelt-e a kórtörténetében? - vastagbélpolip - gyulladásos bélbetegség (Crohn vagy Colitis Ulcero;NULL;2;Több ezek közül;NULL;
2113;Szerepelt-e a kórtörténetében? - vastagbélpolip - gyulladásos bélbetegség (Crohn vagy Colitis Ulcero;NULL;3;Egyik sem;NULL;
2114;Előfordult-e a családban daganatos megbetegedés?;NULL;0;Nincs válasz;NULL;
2114;Előfordult-e a családban daganatos megbetegedés?;NULL;1;Igen, a távoli rokonságban (nagyszülők, nagybácsik, nagynénik);NULL;
2114;Előfordult-e a családban daganatos megbetegedés?;NULL;2;Igen, közvetlen rokonoknál (szülők, testvérek, gyermekek);NULL;
2114;Előfordult-e a családban daganatos megbetegedés?;NULL;3;Nem fordult elő;NULL;
2115;Előfordult-e a családban rosszindulatú  vastagbéldaganat vagy polip?;NULL;0;Nincs válasz;NULL;
2115;Előfordult-e a családban rosszindulatú  vastagbéldaganat vagy polip?;NULL;1;Igen, a távoli rokonságban (nagyszülők, nagybácsik, nagynénik);NULL;
2115;Előfordult-e a családban rosszindulatú  vastagbéldaganat vagy polip?;NULL;2;Igen, közvetlen rokonoknál (szülők, testvérek, gyermekek);NULL;
2115;Előfordult-e a családban rosszindulatú  vastagbéldaganat vagy polip?;NULL;3;Nem fordult elő;NULL;
2117;Vastagbéldaganat kérdőív kiértékelése;NULL;0;Nem kiértékelhető a hiányos kitöltés miatt;NULL;
2117;Vastagbéldaganat kérdőív kiértékelése;NULL;1;Ha elmúlt 50 éves és adott B választ, javasolt a szűrés és gasztroenterológus konzultáció;NULL;
2117;Vastagbéldaganat kérdőív kiértékelése;NULL;2;Ha elmúlt 50 éves, javasolt a szűrés;NULL;
2117;Vastagbéldaganat kérdőív kiértékelése;NULL;3;Ha BMI emelkedett, javasolt a szűrés;NULL;
2117;Vastagbéldaganat kérdőív kiértékelése;NULL;4;Ha nem múlt el 50 éves de A jelű választ adott, javasolt szűrés;NULL;
2117;Vastagbéldaganat kérdőív kiértékelése;NULL;5;Ha nem múlt el 50 éves és nem elhízott és C választ adott, nincs szüksége szűrésre;NULL;
2117;Vastagbéldaganat kérdőív kiértékelése;NULL;6;BMI hiányában nem kiértékelhető;NULL;
2118;Adatlap sorszáma;NULL;0;Sorszám;NULL;
2200;SDAT fájlnév InBody készülékből;NULL;NULL;NULL;NULL;
2201;YYYYMMDDHHMMSS;NULL;NULL;NULL;NULL;
2202;age;NULL;NULL;NULL;NULL;
2203;height;NULL;NULL;NULL;NULL;
2204;sex;NULL;NULL;NULL;NULL;
2205;1. Intracellular Water;NULL;NULL;NULL;NULL;
2206;2. Extracellular Water;NULL;NULL;NULL;NULL;
2207;3. Total Body Water;NULL;NULL;NULL;NULL;
2208;4. Protein;NULL;NULL;NULL;NULL;
2209;5. Soft Lean Mass;NULL;NULL;NULL;NULL;
2210;6. Mineral;NULL;NULL;NULL;NULL;
2211;7. Fat Free Mass;NULL;NULL;NULL;NULL;
2212;8. Osseous Mineral;NULL;NULL;NULL;NULL;
2213;9. Body Fat Mass;NULL;NULL;NULL;NULL;
2214;10. Weight;NULL;NULL;NULL;NULL;
2215;11. Skeletal Muscle Mass;NULL;NULL;NULL;NULL;
2216;12. BMI;NULL;NULL;NULL;NULL;
2217;13. Percent Body Fat;NULL;NULL;NULL;NULL;
2218;14. WHR;NULL;NULL;NULL;NULL;
2219;15. Soft Lean Mass of Right Arm;NULL;NULL;NULL;NULL;
2220;16. Soft Lean Mass of Left Arm;NULL;NULL;NULL;NULL;
2221;17. Soft Lean Mass of Trunk;NULL;NULL;NULL;NULL;
2222;18. Soft Lean Mass of Right Leg;NULL;NULL;NULL;NULL;
2223;19. Soft Lean Mass of left Leg;NULL;NULL;NULL;NULL;
2224;20. Edema Score of Right Arm(ECF/ TBF);NULL;NULL;NULL;NULL;
2225;21. Edema Score of Left Arm(ECF/ TBF);NULL;NULL;NULL;NULL;
2226;22. Edema Score of Trunk(ECF/ TBF);NULL;NULL;NULL;NULL;
2227;23. Edema Score of Right Leg(ECF/ TBF);NULL;NULL;NULL;NULL;
2228;24. Edema Score of Left Leg(ECF/ TBF);NULL;NULL;NULL;NULL;
2229;25. Edema Score(ECF/ TBF);NULL;NULL;NULL;NULL;
2230;26. Edema Score of Right Arm(ECW/ TBW);NULL;NULL;NULL;NULL;
2231;27. Edema Score of Left Arm(ECW/ TBW);NULL;NULL;NULL;NULL;
2232;28. Edema Score of Trunk(ECW/ TBW);NULL;NULL;NULL;NULL;
2233;29. Edema Score of Right Leg(ECW/ TBW);NULL;NULL;NULL;NULL;
2234;30. Edema Score of Left Leg(ECW/ TBW);NULL;NULL;NULL;NULL;
2235;31. Edema Score(ECW/ TBW);NULL;NULL;NULL;NULL;
2236;32. VIsceral Fat Area(VFA);NULL;NULL;NULL;NULL;
2237;33. Obesity Degree;NULL;NULL;NULL;NULL;
2238;34. BCM(Body Cell Mass);NULL;NULL;NULL;NULL;
2239;35. BMC(Bone Mineral Contents);NULL;NULL;NULL;NULL;
2240;36. BMR(Basal Metabolic Rate);NULL;NULL;NULL;NULL;
2241;37. Circumference of Neck;NULL;NULL;NULL;NULL;
2242;38. Circumference of Chest;NULL;NULL;NULL;NULL;
2243;39. Circumference of Abdomen;NULL;NULL;NULL;NULL;
2244;40. Circumference of Hip;NULL;NULL;NULL;NULL;
2245;41. Circumference of Right Arm;NULL;NULL;NULL;NULL;
2246;42. Circumference of Left Arm(AC);NULL;NULL;NULL;NULL;
2247;43. Circumference of Right Thigh;NULL;NULL;NULL;NULL;
2248;44. Circumference of Left Thigh;NULL;NULL;NULL;NULL;
2249;45. Muscle Circumference of Left Arm(AMC);NULL;NULL;NULL;NULL;
2250;46. Target Weight;NULL;NULL;NULL;NULL;
2251;47. Weight Control;NULL;NULL;NULL;NULL;
2252;48. Fat Control;NULL;NULL;NULL;NULL;
2253;49. Muscle Control;NULL;NULL;NULL;NULL;
2254;50. Fitness Score;NULL;NULL;NULL;NULL;
2255;51. 1khz-RA  Impedance;NULL;NULL;NULL;NULL;
2256;52. 1khz-LA  Impedance;NULL;NULL;NULL;NULL;
2257;53. 1khz-TR Impedance;NULL;NULL;NULL;NULL;
2258;54. 1khz-RL Impedance;NULL;NULL;NULL;NULL;
2259;55. 1khz-LL Impedance;NULL;NULL;NULL;NULL;
2260;56. 5khz-RA Impedance;NULL;NULL;NULL;NULL;
2261;57. 5khz-LA Impedance;NULL;NULL;NULL;NULL;
2262;58. 5khz-TR Impedance;NULL;NULL;NULL;NULL;
2263;59. 5khz-RL Impedance;NULL;NULL;NULL;NULL;
2264;60. 5khz-LL Impedance;NULL;NULL;NULL;NULL;
2265;61. 50khz-RA Impedance;NULL;NULL;NULL;NULL;
2266;62. 50khz-LA Impedance;NULL;NULL;NULL;NULL;
2267;63. 50khz-TR Impedance;NULL;NULL;NULL;NULL;
2268;64. 50khz-RL Impedance;NULL;NULL;NULL;NULL;
2269;65. 50khz-LL Impedance;NULL;NULL;NULL;NULL;
2270;66. 250khz-RA Impedance;NULL;NULL;NULL;NULL;
2271;67. 250khz-LA Impedance;NULL;NULL;NULL;NULL;
2272;68. 250khz-TR Impedance;NULL;NULL;NULL;NULL;
2273;69. 250khz-RL Impedance;NULL;NULL;NULL;NULL;
2274;70. 250khz-LL Impedance;NULL;NULL;NULL;NULL;
2275;71. 500khz-RA Impedance;NULL;NULL;NULL;NULL;
2276;72. 500khz-LA Impedance;NULL;NULL;NULL;NULL;
2277;73. 500khz-TR Impedance;NULL;NULL;NULL;NULL;
2278;74. 500khz-RL Impedance;NULL;NULL;NULL;NULL;
2279;75. 500khz-LL Impedance;NULL;NULL;NULL;NULL;
2280;76. 1Mhz-RA Impedance;NULL;NULL;NULL;NULL;
2281;77. 1Mhz-LA Impedance;NULL;NULL;NULL;NULL;
2282;78. 1Mhz-TR Impedance;NULL;NULL;NULL;NULL;
2283;79. 1Mhz-RL Impedance;NULL;NULL;NULL;NULL;
2284;80. 1Mhz-LL Impedance;NULL;NULL;NULL;NULL;
2285;81. 5khz-RA Reactance;NULL;NULL;NULL;NULL;
2286;82. 5khz-LA Reactance;NULL;NULL;NULL;NULL;
2287;83. 5khz-TR Reactance;NULL;NULL;NULL;NULL;
2288;84. 5khz-RL Reactance;NULL;NULL;NULL;NULL;
2289;85. 5khz-LL Reactance;NULL;NULL;NULL;NULL;
2290;86. 50khz-RA Reactance;NULL;NULL;NULL;NULL;
2291;87. 50khz-LA Reactance;NULL;NULL;NULL;NULL;
2292;88. 50khz-TR Reactance;NULL;NULL;NULL;NULL;
2293;89. 50khz-RL Reactance;NULL;NULL;NULL;NULL;
2294;90. 50khz-LL Reactance;NULL;NULL;NULL;NULL;
2295;91. 250khz-RA Reactance;NULL;NULL;NULL;NULL;
2296;92. 250khz-LA Reactance;NULL;NULL;NULL;NULL;
2297;93. 250khz-TR Reactance;NULL;NULL;NULL;NULL;
2298;94. 250khz-RL Reactance;NULL;NULL;NULL;NULL;
2299;95. 250khz-LL Reactance;NULL;NULL;NULL;NULL;
2300;96. The Least value of Normal Range of Intracellular Water;NULL;NULL;NULL;NULL;
2301;97. The Most value of Normal Range of Intracellular Water;NULL;NULL;NULL;NULL;
2302;98. The Least value of Normal Range of Extracellular Water;NULL;NULL;NULL;NULL;
2303;99. The Most value of Normal Range of Extracellular Water;NULL;NULL;NULL;NULL;
2304;100. The Least value of Normal Range of Protein;NULL;NULL;NULL;NULL;
2305;101. The Most value of Normal Range of Protein;NULL;NULL;NULL;NULL;
2306;102. The Least value of Normal Range of Mineral;NULL;NULL;NULL;NULL;
2307;103. The Most value of Normal Range of Mineral;NULL;NULL;NULL;NULL;
2308;104;NULL;NULL;NULL;NULL;
2309;105;NULL;NULL;NULL;NULL;
2310;106. The Least value of Normal Range of Body Weight;NULL;NULL;NULL;NULL;
2311;107. The Most value of Normal Range of Body Weight;NULL;NULL;NULL;NULL;
2312;108. The Least value of Normal Range of Skeletal Muscle Mass;NULL;NULL;NULL;NULL;
2313;109. The Most value of Normal Range of Skeletal Muscle Mass;NULL;NULL;NULL;NULL;
2314;110. The Least value of Normal Range of Body Fat Mass;NULL;NULL;NULL;NULL;
2315;111. The Most value of Normal Range of Body Fat Mass;NULL;NULL;NULL;NULL;
2316;112. The Least value of Normal Range of BMI;NULL;NULL;NULL;NULL;
2317;113. The Most value of Normal Range of BMI;NULL;NULL;NULL;NULL;
2318;114. The Least value of Normal Range of Percent Body Fat;NULL;NULL;NULL;NULL;
2319;115. The Most value of Normal Range of Percent Body Fat;NULL;NULL;NULL;NULL;
2320;116. The Least value of Normal Range of WHR;NULL;NULL;NULL;NULL;
2321;117. The Most value of Normal Range of WHR;NULL;NULL;NULL;NULL;
2322;118;NULL;NULL;NULL;NULL;
2323;119;NULL;NULL;NULL;NULL;
2324;120;NULL;NULL;NULL;NULL;
2325;121;NULL;NULL;NULL;NULL;
2326;122;NULL;NULL;NULL;NULL;
2327;123;NULL;NULL;NULL;NULL;
2328;124;NULL;NULL;NULL;NULL;
2329;125;NULL;NULL;NULL;NULL;
2330;126;NULL;NULL;NULL;NULL;
2331;127;NULL;NULL;NULL;NULL;
2332;128;NULL;NULL;NULL;NULL;
2333;129;NULL;NULL;NULL;NULL;
2334;130;NULL;NULL;NULL;NULL;
2335;131;NULL;NULL;NULL;NULL;
2336;132;NULL;NULL;NULL;NULL;
2337;133;NULL;NULL;NULL;NULL;
2338;134;NULL;NULL;NULL;NULL;
2339;135;NULL;NULL;NULL;NULL;
2340;136;NULL;NULL;NULL;NULL;
2341;137. Fat Mass of Right Arm;NULL;NULL;NULL;NULL;
2342;138. Fat Mass of Left Arm;NULL;NULL;NULL;NULL;
2343;139. Fat Mass of Trunk;NULL;NULL;NULL;NULL;
2344;140. Fat Mass of Right Leg;NULL;NULL;NULL;NULL;
2345;141. Fat Mass of left Leg;NULL;NULL;NULL;NULL;
2346;141;NULL;NULL;NULL;NULL;
2347;142;NULL;NULL;NULL;NULL;
2348;143;NULL;NULL;NULL;NULL;
2349;Inbody_2349;NULL;NULL;NULL;NULL;
2350;Inbody_2350;NULL;NULL;NULL;NULL;
2351;Inbody_2351;NULL;NULL;NULL;NULL;
2352;Inbody_2352;NULL;NULL;NULL;NULL;
2353;Inbody_2353;NULL;NULL;NULL;NULL;
2354;Inbody_2354;NULL;NULL;NULL;NULL;
2355;Inbody_2355;NULL;NULL;NULL;NULL;
2356;Inbody_2356;NULL;NULL;NULL;NULL;
2357;Inbody_2357;NULL;NULL;NULL;NULL;
2358;Inbody_2358;NULL;NULL;NULL;NULL;
2359;Inbody_2359;NULL;NULL;NULL;NULL;
2360;Inbody_2360;NULL;NULL;NULL;NULL;
2361;Inbody_2361;NULL;NULL;NULL;NULL;
2362;Inbody_2362;NULL;NULL;NULL;NULL;
2363;Inbody_2363;NULL;NULL;NULL;NULL;
2364;Inbody_2364;NULL;NULL;NULL;NULL;
2365;Inbody_2365;NULL;NULL;NULL;NULL;
2366;Inbody_2366;NULL;NULL;NULL;NULL;
2367;Inbody_2367;NULL;NULL;NULL;NULL;
2368;Inbody_2368;NULL;NULL;NULL;NULL;
2369;Inbody_2369;NULL;NULL;NULL;NULL;
2370;Inbody_2370;NULL;NULL;NULL;NULL;
2371;Inbody_2371;NULL;NULL;NULL;NULL;
2372;Inbody_2372;NULL;NULL;NULL;NULL;
2373;Inbody_2373;NULL;NULL;NULL;NULL;
2374;Inbody_2374;NULL;NULL;NULL;NULL;
2375;Inbody_2375;NULL;NULL;NULL;NULL;
2376;Inbody_2376;NULL;NULL;NULL;NULL;
2377;Inbody_2377;NULL;NULL;NULL;NULL;
2378;Inbody_2378;NULL;NULL;NULL;NULL;
2379;Inbody_2379;NULL;NULL;NULL;NULL;
2380;Inbody_2380;NULL;NULL;NULL;NULL;
2381;Inbody_2381;NULL;NULL;NULL;NULL;
2382;Inbody_2382;NULL;NULL;NULL;NULL;
2383;Inbody_2383;NULL;NULL;NULL;NULL;
2384;Inbody_2384;NULL;NULL;NULL;NULL;
2385;Inbody_2385;NULL;NULL;NULL;NULL;
2386;Inbody_2386;NULL;NULL;NULL;NULL;
2387;Inbody_2387;NULL;NULL;NULL;NULL;
2388;Inbody_2388;NULL;NULL;NULL;NULL;
2389;Inbody_2389;NULL;NULL;NULL;NULL;
2390;Inbody_2390;NULL;NULL;NULL;NULL;
2391;Inbody_2391;NULL;NULL;NULL;NULL;
2392;Inbody_2392;NULL;NULL;NULL;NULL;
2393;Inbody_2393;NULL;NULL;NULL;NULL;
2394;Inbody_2394;NULL;NULL;NULL;NULL;
2395;Inbody_2395;NULL;NULL;NULL;NULL;
2396;Inbody_2396;NULL;NULL;NULL;NULL;
2397;Inbody_2397;NULL;NULL;NULL;NULL;
2398;Inbody_2398;NULL;NULL;NULL;NULL;
2399;Inbody_2399;NULL;NULL;NULL;NULL;
2400;Inbody_2400;NULL;NULL;NULL;NULL;
2401;Inbody_2401;NULL;NULL;NULL;NULL;
2402;Inbody_2402;NULL;NULL;NULL;NULL;
2403;Inbody_2403;NULL;NULL;NULL;NULL;
2404;Inbody_2404;NULL;NULL;NULL;NULL;
2405;Inbody_2405;NULL;NULL;NULL;NULL;
2406;Inbody_2406;NULL;NULL;NULL;NULL;
2407;Inbody_2407;NULL;NULL;NULL;NULL;
2408;Inbody_2408;NULL;NULL;NULL;NULL;
2409;Inbody_2409;NULL;NULL;NULL;NULL;
2410;Inbody_2410;NULL;NULL;NULL;NULL;
2411;Inbody_2411;NULL;NULL;NULL;NULL;
2412;Inbody_2412;NULL;NULL;NULL;NULL;
2413;Inbody_2413;NULL;NULL;NULL;NULL;
2414;Inbody_2414;NULL;NULL;NULL;NULL;
2415;Inbody_2415;NULL;NULL;NULL;NULL;
2416;Inbody_2416;NULL;NULL;NULL;NULL;
2417;Inbody_2417;NULL;NULL;NULL;NULL;
2418;Inbody_2418;NULL;NULL;NULL;NULL;
